Product Type,Model,Manufacturer,Registration No.,Water Efficiency Grade,Announcement Date,Standard,WEI,EEI,Water Consumption (L),Energy Consumption (kWh/cycle),Drying Index PD,Cleaning Index PC,Capacity (place settings),Noise dB(A)
洗碗机,W60-B105,杭州老板电器股份有限公司,20250903-CWL032020-496207,1,2025-09-03,GB 38383-2019,41.7,48.2,9.7,0.791,1.25,1.25,13,
洗碗机,W60-S1L,杭州老板电器股份有限公司,20250903-CWL032020-502622,1,2025-09-03,GB 38383-2019,41.7,48.2,9.7,0.791,1.33,1.25,13,
洗碗机,W60-SX1H,杭州老板电器股份有限公司,20250903-CWL032020-593798,1,2025-09-03,GB 38383-2019,41.7,48.2,9.7,0.791,1.33,1.25,13,
洗碗机,Q1802-S8,宁波轻美电器科技有限公司,20250903-CWL032020-716323,1,2025-09-03,GB 38383-2019,43,46,13.2,0.806,1.26,1.28,18,
洗碗机,Q1801-S7,宁波轻美电器科技有限公司,20250903-CWL032020-959828,1,2025-09-03,GB 38383-2019,43,46,13.2,0.806,1.26,1.28,18,
洗碗机,DWS-QH18B,浙江美大实业股份有限公司,20250903-CWL032020-693227,1,2025-09-03,GB 38383-2019,37.4,48.1,11.7,0.840,1.23,1.18,18,
洗碗机,DWS-QH18A,浙江美大实业股份有限公司,20250903-CWL032020-320411,1,2025-09-03,GB 38383-2019,37.4,48.1,11.7,0.840,1.23,1.18,18,
洗碗机,WB711,杭州老板电器股份有限公司,20250902-CWL032020-107004,1,2025-09-02,GB 38383-2019,41.7,48.2,9.7,0.791,1.25,1.25,13,
洗碗机,WB713,杭州老板电器股份有限公司,20250902-CWL032020-702074,3,2025-09-02,GB 38383-2019,58.4,57.7,10.8,0.910,1.08,1.17,13,
洗碗机,WB715,杭州老板电器股份有限公司,20250902-CWL032020-522443,1,2025-09-02,GB 38383-2019,41.7,48.2,9.7,0.791,1.22,1.22,13,
洗碗机,WB721,杭州老板电器股份有限公司,20250902-CWL032020-856431,3,2025-09-02,GB 38383-2019,58.4,57.7,10.8,0.910,1.08,1.17,13,
洗碗机,DWS-QH13A-1,浙江美大实业股份有限公司,20250902-CWL032020-445710,1,2025-09-02,GB 38383-2019,45,50,10.4,0.83,1.08,1.12,13,
洗碗机,JBSD2F-02-M5L,宁波方太厨具有限公司,20250902-CWL032020-343460,1,2025-09-02,GB 38383-2019,45.0,50.0,6.1,0.526,1.26,1.24,7,
洗碗机,JBSD2F-02-M5,宁波方太厨具有限公司,20250902-CWL032020-017925,1,2025-09-02,GB 38383-2019,45.0,50.0,6.1,0.526,1.26,1.24,7,
洗碗机,WUQ1401B,浙江苏泊尔厨卫电器有限公司,20250901-CWL032020-490857,1,2025-09-01,GB 38383-2019,42.6,46.6,10.6,0.779,1.32,1.30,14,
洗碗机,CWY20-S666GHU1,青岛海尔洗碗机有限公司,20250827-CWL032020-285750,1,2025-08-27,GB 38383-2019,36.4,48.7,11.4,0.845,1.30,1.33,20,
洗碗机,W76-B500G,杭州老板电器股份有限公司,20250827-CWL032020-868897,1,2025-08-27,GB 38383-2019,32.5,47.0,8.6,0.802,1.30,1.26,15,
洗碗机, JWV13-iE7Pro  ,华帝股份有限公司,20250821-CWL032020-241429,1,2025-08-21,GB 38383-2019,44.2,48.3,11.0,0.805,1.38,1.35,14,
洗碗机,WD16-M25W,海信(山东)厨卫有限公司,20250821-CWL032020-990792,1,2025-08-21,GB 38383-2019,29.9,49.1,8.4,0.847,1.25,1.25,16,
洗碗机,W76-G30,杭州老板电器股份有限公司,20250820-CWL032020-453685,1,2025-08-20,GB 38383-2019,34.5,45.7,13,0.861,1.36,1.34,22,
洗碗机,W76-B70-i1,杭州老板电器股份有限公司,20250820-CWL032020-396464,1,2025-08-20,GB 38383-2019,34.5,45.7,13.0,0.861,1.36,1.34,22,
洗碗机,HX-XWJ08A,中山市弘芯电器有限公司,20250819-CWL032020-317262,1,2025-08-19,GB 38383-2019,42.9,41.4,6.8,0.370,1.23,1.14,3,
洗碗机,T7 Pro ,佛山市顺德区美的洗涤电器制造有限公司,20250818-CWL032020-174368,1,2025-08-18,GB 38383-2019,45.0,50.0,16.2,0.938,1.38,1.36,21,
洗碗机,GX1200Max 尊享版,佛山市顺德区美的洗涤电器制造有限公司,20250818-CWL032020-074257,1,2025-08-18,GB 38383-2019,45.0,50.0,17.5,0.953,1.38,1.36,25,
洗碗机,JWB20-B7Pro ,华帝股份有限公司,20250815-CWL032020-271973,1,2025-08-15,GB 38383-2019,38.3,47.8,13.2,0.845,1.38,1.35,20,
洗碗机,JWB18-iD3000Max尊享版(AG白) ,华帝股份有限公司,20250815-CWL032020-906326,1,2025-08-15,GB 38383-2019,38.3,47.8,13.2,0.845,1.38,1.35,20,
洗碗机,YH-XWJ08B,深圳市伏兽科技有限公司,20250814-CWL032020-688119,1,2025-08-14,GB 38383-2019,42.8,41.5,6.8,0.371,1.23,1.14,3,
洗碗机,SE43EB33KC,博西华家用电器有限公司,20250814-CWL032020-389964,1,2025-08-14,GB 38383-2019,35.0,42.0,9.7,0.725,1.32,1.32,16,
洗碗机,WUQ1301B,浙江苏泊尔厨卫电器有限公司,20250813-CWL032020-420997,1,2025-08-13,GB 38383-2019,42.6,46.4,9.9,0.764,1.32,1.31,13,
洗碗机,V6,佛山市顺德区美的洗涤电器制造有限公司,20250812-CWL032020-563273,1,2025-08-12,GB 38383-2019,45.0,50.0,9.5,0.800,1.30,1.27,13,
洗碗机,WQP4-H40S,合肥荣耀厨房设备有限公司,20250812-CWL032020-796243,1,2025-08-12,GB 38383-2019,45.0,50.0,6.5,0.480,1.08,1.12,4,
洗碗机,WQP18-S,中山市地球村电器有限公司,20250812-CWL032020-790496,1,2025-08-12,GB 38383-2019,36.8,49.1,11.5,0.87,1.30,1.30,18,
洗碗机,WQD17-NHG ,上海林内有限公司,20250811-CWL032020-451667,1,2025-08-11,GB 38383-2019,43.4,47.4,12.9,0.826,1.20,1.29,17,
洗碗机,HWY20-B566GHU1,青岛海尔洗碗机有限公司,20250811-CWL032020-990065,1,2025-08-11,GB 38383-2019,34.4,48.1,11.9,0.850,1.30,1.32,20,
洗碗机,DN14-DC66K3P01CNDA,智跃优创科技（苏州）有限公司,20250807-CWL032020-807249,1,2025-08-07,GB 38383-2019,45,50,10.6,0.739,1.32,1.32,14,
洗碗机,JBCD7E-04-Y1,宁波方太厨具有限公司,20250807-CWL032020-628098,1,2025-08-07,GB 38383-2019,45.0,50.0,16.9,0.930,1.36,1.34,22,
洗碗机,JBCD7E-04-X20Max,宁波方太厨具有限公司,20250807-CWL032020-270340,1,2025-08-07,GB 38383-2019,45.0,50.0,16.9,0.930,1.36,1.34,22,
洗碗机,JBCD7E-04-M-Y1,宁波方太厨具有限公司,20250807-CWL032020-328596,1,2025-08-07,GB 38383-2019,45.0,50.0,16.9,0.930,1.36,1.34,22,
洗碗机,GX1200Max 尊享版,佛山市顺德区美的洗涤电器制造有限公司,20250805-CWL032020-925331,1,2025-08-05,GB 38383-2019,45.0,50.0,17.5,0.953,1.32,1.32,25,
洗碗机,IDW-D75XG2S01,火星人厨具股份有限公司,20250805-CWL032020-329154,1,2025-08-05,GB 38383-2019,45,50,11.8,0.79,1.25,1.13,15,
洗碗机,JWB18-iD3000Max尊享版(AG灰) ,华帝股份有限公司,20250805-CWL032020-663787,1,2025-08-05,GB 38383-2019,38.3,47.8,13.2,0.845,1.38,1.35,20,
洗碗机,T7 Pro ,佛山市顺德区美的洗涤电器制造有限公司,20250804-CWL032020-451632,1,2025-08-04,GB 38383-2019,45.0,50.0,16.2,0.938,1.34,1.34,21,
洗碗机,EDC-D3 ,宜盾普(广东)智能科技有限公司,20250731-CWL032020-933340,1,2025-07-31,GB 38383-2019,43.8,46.6,13.7,0.818,1.32,1.32,18,
洗碗机,RXP18 ,中山市荣星电器燃具有限公司,20250731-CWL032020-597956,1,2025-07-31,GB 38383-2019,43.8,46.6,13.7,0.818,1.32,1.32,18,
洗碗机,DQJRCFK15A-EH,广东洁诺生活电器有限公司,20250731-CWL032020-189805,1,2025-07-31,GB 38383-2019,41.3,47.8,13.6,0.859,1.32,1.32,19,
洗碗机,K30（白）,陕西康佳智能家电有限公司,20250730-CWL032020-991214,1,2025-07-30,GB 38383-2019,35.6,49.0,10.0,0.840,1.18,1.18,16,
洗碗机,FFF7880ZXA,伊莱克斯（中国）电器有限公司,20250729-CWL032020-359537,1,2025-07-29,GB 38383-2019,30.7,43.2,14.0,0.884,1.08,1.12,18,
洗碗机,EFF5680ZXA,伊莱克斯（中国）电器有限公司,20250729-CWL032020-130363,1,2025-07-29,GB 38383-2019,34.2,43.7,12.6,0.860,1.08,1.12,16,
洗碗机,YH-XWJ08,中山市耀弘电器有限公司,20250729-CWL032020-007474,1,2025-07-29,GB 38383-2019,42.8,41.4,6.8,0.370,1.23,1.14,3,
洗碗机,YH-XWJ09,中山市耀弘电器有限公司,20250729-CWL032020-321340,2,2025-07-29,GB 38383-2019,33.7,53.3,6.4,0.530,1.27,1.13,5,
洗碗机,W76A-V20P,杭州老板电器股份有限公司,20250728-CWL032020-899734,1,2025-07-28,GB 38383-2019,34.3,45.7,12.4,0.852,1.36,1.33,21,
洗碗机,DW60-D501,欧派家居集团股份有限公司,20250728-CWL032020-123647,1,2025-07-28,GB 38383-2019,75,80,9.4 ,0.749,0.86 ,1.12,13,
洗碗机,YH-XWJ09,广州德仕厨厨房用品有限公司,20250726-CWL032020-297971,2,2025-07-26,GB 38383-2019,33.7,53.3,6.4,0.53,1.27,1.13,5,
洗碗机,YH-XWJ08,广州德仕厨厨房用品有限公司,20250726-CWL032020-915440,2,2025-07-26,GB 38383-2019,33.7,53.3,6.4,0.53,1.27,1.13,5,
洗碗机,YH-XWJ02(c),广州德仕厨厨房用品有限公司,20250726-CWL032020-608003,2,2025-07-26,GB 38383-2019,33.7,53.3,6.4,0.53,1.27,1.13,5,
洗碗机,YH-XWJ02(b),广州德仕厨厨房用品有限公司,20250726-CWL032020-799256,2,2025-07-26,GB 38383-2019,33.7,53.3,6.4,0.53,1.27,1.13,5,
洗碗机,W76-B70-i1,杭州老板电器股份有限公司,20250726-CWL032020-235934,1,2025-07-26,GB 38383-2019,35.5,47.9,12.8,0.886,1.36,1.33,21,
洗碗机,WDQ1903W,浙江苏泊尔厨卫电器有限公司,20250724-CWL032020-259229,1,2025-07-24,GB 38383-2019,41.9,49.3,13.8,0.887,1.22,1.25,19,
洗碗机,WDQ1903B,浙江苏泊尔厨卫电器有限公司,20250724-CWL032020-816458,1,2025-07-24,GB 38383-2019,41.9,49.3,13.8,0.887,1.22,1.25,19,
洗碗机,SJ43HT66MC,博西华家用电器有限公司,20250724-CWL032020-884979,1,2025-07-24,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,G14DQ-BQ603,日本稻佐株式會社有限公司,20250724-CWL032020-692454,1,2025-07-24,GB 38383-2019,43.9,47.8,10.9,0.799,1.13,1.12,14,
洗碗机,G14DQ-Q603,日本稻佐株式會社有限公司,20250724-CWL032020-324871,1,2025-07-24,GB 38383-2019,44.6,47.9,11.1,0.802,1.25,1.14,14,
洗碗机,CYT-S3W-P,浙江厨壹堂厨房电器股份有限公司,20250724-CWL032020-542855,1,2025-07-24,GB 38383-2019,44.0,48.3,9.6,0.786,1.19,1.22,12,
洗碗机,DN19-DU76K5U01CNDA,智跃优创科技（苏州）有限公司,20250723-CWL032020-814903,1,2025-07-23,GB 38383-2019,41.3,47.6,13.6,0.856,1.32,1.32,19,
洗碗机,DN19-DU76K5P01CNDA,智跃优创科技（苏州）有限公司,20250723-CWL032020-317240,1,2025-07-23,GB 38383-2019,41.3,47.6,13.6,0.856,1.32,1.32,19,
洗碗机,DN19-DF76K501CNDA,智跃优创科技（苏州）有限公司,20250723-CWL032020-096702,1,2025-07-23,GB 38383-2019,41.3,47.6,13.6,0.856,1.32,1.32,19,
洗碗机,EBT-W65F,杭州雷诺电器有限公司,20250722-CWL032020-974960,1,2025-07-22,GB 38383-2019,39.4,49.7,13.6,0.896,1.17,1.18,20,
洗碗机,T8-ProMax ,广州德仕厨厨房用品有限公司,20250721-CWL032020-270407,2,2025-07-21,GB 38383-2019,33.7,53.3,6.4,0.53,1.27,1.13,5,
洗碗机,WQD13-FG  ,上海林内有限公司 ,20250721-CWL032020-121383,1,2025-07-21,GB 38383-2019,42.9,46.0,10.0,0.756,1.31,1.30,13,
洗碗机,JWT5-iT1 ,华帝股份有限公司,20250718-CWL032020-464798,1,2025-07-18,GB 38383-2019,33.2,43.8,6.3,0.440,1.32,1.31,5,
洗碗机,W767-i1,杭州老板电器股份有限公司,20250718-CWL032020-287579,1,2025-07-18,GB 38383-2019,39.2,45.3,11.65,0.793,1.36,1.34,17,
洗碗机,JBCD7E-02-B-V16Max,宁波方太厨具有限公司,20250717-CWL032020-045998,1,2025-07-17,GB 38383-2019,45.0,50.0,16.2,0.920,1.33,1.33,21,
洗碗机,JBCD7E-02-V16Max,宁波方太厨具有限公司,20250717-CWL032020-803271,1,2025-07-17,GB 38383-2019,45.0,50.0,16.2,0.920,1.33,1.33,21,
洗碗机,W64B35D,杭州老板电器股份有限公司,20250717-CWL032020-114556,1,2025-07-17,GB 38383-2019,40.2,45.9,10.2,0.770,1.36,1.34,15,
洗碗机,W64B35A,杭州老板电器股份有限公司,20250717-CWL032020-313065,1,2025-07-17,GB 38383-2019,40.2,45.9,10.2,0.770,1.36,1.34,15,
洗碗机,X6S小蛮腰,佛山市顺德区美的洗涤电器制造有限公司,20250717-CWL032020-971077,1,2025-07-17,GB 38383-2019,45.0,50.0,10.1,0.525,1.32,1.32,16,
洗碗机,EYBW20566GHU1 ,青岛海尔洗碗机有限公司,20250716-CWL032020-856348,1,2025-07-16,GB 38383-2019,34.4,48.1,11.9,0.850,1.30,1.32,20,
洗碗机,EBW16585GHU1,青岛海尔洗碗机有限公司,20250715-CWL032020-818011,1,2025-07-15,GB 38383-2019,45.0,50.0,12.6,0.850,1.30,1.30,16,
洗碗机,W76-G30,杭州老板电器股份有限公司,20250715-CWL032020-686507,1,2025-07-15,GB 38383-2019,35.7,48.0,12.9,0.886,1.36,1.34,21,
洗碗机,JBID6E-04-M-X20MaxL,宁波方太厨具有限公司,20250711-CWL032020-042381,1,2025-07-11,GB 38383-2019,45.0,50.0,13.3,0.874,1.33,1.33,17,
洗碗机,JBID6E-04-M-X20Max,宁波方太厨具有限公司,20250711-CWL032020-655381,1,2025-07-11,GB 38383-2019,45.0,50.0,13.3,0.874,1.33,1.33,17,
洗碗机,JBID6E-04-X20MaxL,宁波方太厨具有限公司,20250711-CWL032020-991826,1,2025-07-11,GB 38383-2019,45.0,50.0,13.3,0.874,1.33,1.33,17,
洗碗机,JBID6E-04-X20Max,宁波方太厨具有限公司,20250711-CWL032020-155720,1,2025-07-11,GB 38383-2019,45.0,50.0,13.3,0.874,1.33,1.33,17,
洗碗机,ETW8586BBU1,青岛海尔洗碗机有限公司,20250711-CWL032020-793672,1,2025-07-11,GB 38383-2019,45.0,50.0,6.6,0.509,1.30,1.30,8,
洗碗机,EYSW14586GHU1,青岛海尔洗碗机有限公司    ,20250710-CWL032020-838368,1,2025-07-10,GB 38383-2019,45.0,50.0,10.8,0.750,1.24,1.26,14,
洗碗机,JBSD3F-03-X20MaxL,宁波方太厨具有限公司,20250710-CWL032020-857996,1,2025-07-10,GB 38383-2019,45.0,50.0,9.0,0.790,1.29,1.26,11,
洗碗机, JBSD3F-03-X20Max,宁波方太厨具有限公司,20250710-CWL032020-137505,1,2025-07-10,GB 38383-2019,45.0,50.0,9.0,0.790,1.29,1.26,11,
洗碗机,WQD12-NDG,上海林内有限公司,20250709-CWL032020-293943,1,2025-07-09,GB 38383-2019,42.2,44.2,9.6,0.677,1.31,1.28,12,
洗碗机,W76-S2L,杭州老板电器股份有限公司,20250704-CWL032020-413409,1,2025-07-04,GB 38383-2019,35.7,48.1,12.9,0.886,1.36,1.34,21,
洗碗机,JBCD7E-02-V10,宁波方太厨具有限公司,20250704-CWL032020-186178,1,2025-07-04,GB 38383-2019,45.0,50.0,14.0,0.880,1.33,1.33,18,
洗碗机,W76A-G2,杭州老板电器股份有限公司,20250703-CWL032020-953742,1,2025-07-03,GB 38383-2019,35.1,43.9,12.66,0.811,1.36,1.34,21,
洗碗机,W76A-G1P,杭州老板电器股份有限公司,20250703-CWL032020-094938,1,2025-07-03,GB 38383-2019,35.1,43.9,12.66,0.811,1.36,1.33,21,
洗碗机,W76X-G1P,杭州老板电器股份有限公司,20250703-CWL032020-506934,1,2025-07-03,GB 38383-2019,35.1,43.9,12.66,0.811,1.36,1.33,21,
洗碗机,W76D-G1P,杭州老板电器股份有限公司,20250703-CWL032020-192754,1,2025-07-03,GB 38383-2019,35.1,43.9,12.66,0.811,1.36,1.33,21,
洗碗机,WQP16-01,宁波美高厨具有限公司,20250702-CWL032020-713168,1,2025-07-02,GB 38383-2019,40.9,45.1,11.5,0.737,1.30,1.26,16,
洗碗机,WOP16-01,宁波美高厨具有限公司,20250702-CWL032020-850876,1,2025-07-02,GB 38383-2019,40.9,45.1,11.5,0.737,1.30,1.26,16,
洗碗机,CWY20-B57GHU1,青岛海尔洗碗机有限公司,20250701-CWL032020-509101,1,2025-07-01,GB 38383-2019,34.6,48.1,11.9,0.850,1.30,1.30,20,
洗碗机,JPID6E-03-M-Y3,宁波方太厨具有限公司,20250701-CWL032020-198738,1,2025-07-01,GB 38383-2019,45.0,50.0,12.6,0.861,1.29,1.26,16,
洗碗机,JPID6E-03-M-Y3L,宁波方太厨具有限公司,20250701-CWL032020-820830,1,2025-07-01,GB 38383-2019,45.0,50.0,12.6,0.861,1.29,1.26,16,
洗碗机,JBCD7E-02-B-V16,宁波方太厨具有限公司,20250630-CWL032020-045783,1,2025-06-30,GB 38383-2019,45.0,50.0,14.8,0.890,1.33,1.33,19,
洗碗机,JBCD7E-02-V16,宁波方太厨具有限公司,20250630-CWL032020-421917,1,2025-06-30,GB 38383-2019,45.0,50.0,14.8,0.890,1.33,1.33,19,
洗碗机,JBCD7E-02-V16Max,宁波方太厨具有限公司,20250630-CWL032020-430385,1,2025-06-30,GB 38383-2019,45.0,50.0,15.5,0.910,1.33,1.33,20,
洗碗机,JBCD7E-02-B-V16Max,宁波方太厨具有限公司,20250630-CWL032020-382706,1,2025-06-30,GB 38383-2019,45.0,50.0,15.5,0.910,1.33,1.33,20,
洗碗机,GI64210B,"Gorenje gospodinjski aparati,d.o.o.",20250626-CWL032020-023497,1,2025-06-26,GB 38383-2019,43,49,9.2,0.80,1.29,1.15,12,
洗碗机,W76X-G1,杭州老板电器股份有限公司,20250626-CWL032020-675671,1,2025-06-26,GB 38383-2019,31.3,42.4,9.3,0.740,1.36,1.33,17,
洗碗机,DW-UD15308R  ,珠海格力电器股份有限公司,20250626-CWL032020-055260,1,2025-06-26,GB 38383-2019,40,47.6,10.6,0.808,1.22,1.23,15,
洗碗机,DW-FD15308R,珠海格力电器股份有限公司,20250626-CWL032020-734294,1,2025-06-26,GB 38383-2019,40,48.5,10.6,0.823,1.21,1.24,15,
洗碗机,WQD16-DG(Z),上海林内有限公司,20250624-CWL032020-368838,1,2025-06-24,GB 38383-2019,44.8,46.3,12.6,0.795,1.20,1.23,16,
洗碗机,WQP18-H2,佛山市司米克家居环境科技有限公司,20250624-CWL032020-013498,1,2025-06-24,GB 38383-2019,43.5,49,13.6,0.856,1.17,1.16,18,
洗碗机,W64-G30,杭州老板电器股份有限公司,20250623-CWL032020-764853,1,2025-06-23,GB 38383-2019,41.0,46.3,10.2,0.775,1.36,1.34,14,
洗碗机,W76B600,杭州老板电器股份有限公司,20250623-CWL032020-741909,1,2025-06-23,GB 38383-2019,35.5,47.9,12.8,0.886,1.36,1.33,21,
洗碗机,W76F-S2L,杭州老板电器股份有限公司,20250623-CWL032020-602751,1,2025-06-23,GB 38383-2019,35.7,48.0,12.9,0.886,1.36,1.34,21,
洗碗机,W76-S2,杭州老板电器股份有限公司,20250623-CWL032020-181319,1,2025-06-23,GB 38383-2019,39.2,45.3,11.65,0.793,1.36,1.34,17,
洗碗机,WQP13-UM02,佛山市顺德区优盟电器有限公司,20250623-CWL032020-758734,1,2025-06-23,GB 38383-2019,75,80,10,0.8,0.86,1.12,13,
洗碗机,W76D-G1,杭州老板电器股份有限公司,20250623-CWL032020-989680,1,2025-06-23,GB 38383-2019,31.3,42.4,9.3,0.740,1.36,1.33,17,
洗碗机,W80A-E1,杭州老板电器股份有限公司,20250623-CWL032020-389556,1,2025-06-23,GB 38383-2019,35.3,46.8,12.75,0.865,1.36,1.34,21,
洗碗机,W76B700,杭州老板电器股份有限公司,20250623-CWL032020-152746,1,2025-06-23,GB 38383-2019,35.5,47.9,12.8,0.886,1.36,1.33,21,
洗碗机,W64-S2,杭州老板电器股份有限公司,20250623-CWL032020-128399,1,2025-06-23,GB 38383-2019,41.0,46.3,10.2,0.775,1.36,1.34,14,
洗碗机,WQP13-UM02-G,佛山市顺德区优盟电器有限公司,20250623-CWL032020-050675,1,2025-06-23,GB 38383-2019,75,80,10,0.8,0.86,1.12,13,
洗碗机,W76A-G1,杭州老板电器股份有限公司,20250623-CWL032020-035789,1,2025-06-23,GB 38383-2019,31.3,42.4,9.3,0.740,1.36,1.33,17,
洗碗机,W76B610,杭州老板电器股份有限公司,20250623-CWL032020-103575,1,2025-06-23,GB 38383-2019,35.5,47.9,12.8,0.886,1.36,1.33,21,
洗碗机,V13-Ultra,广州德仕厨厨房用品有限公司,20250622-CWL032020-967660,1,2025-06-22,GB 38383-2019,44.6,48.0,11.1,0.804,1.24,1.14,14,
洗碗机,W64B300,杭州老板电器股份有限公司,20250620-CWL032020-632659,1,2025-06-20,GB 38383-2019,40.2,45.9,10.2,0.770,1.36,1.33,15,
洗碗机,W64B33D,杭州老板电器股份有限公司,20250620-CWL032020-624194,1,2025-06-20,GB 38383-2019,40.2,45.9,10.2,0.770,1.36,1.33,15,
洗碗机,W64B33X,杭州老板电器股份有限公司,20250620-CWL032020-172061,1,2025-06-20,GB 38383-2019,40.2,45.9,10.2,0.770,1.36,1.33,15,
洗碗机,JWF15-iD1000,华帝股份有限公司,20250620-CWL032020-846310,1,2025-06-20,GB 38383-2019,36.7,45.7,10.3,0.776,1.33,1.28,16,
洗碗机,EYSW18586BBU1,青岛海尔洗碗机有限公司,20250619-CWL032020-733119,1,2025-06-19,GB 38383-2019,37.1,49.4,11.6,0.850,1.30,1.33,18,
洗碗机,CWY15-B29CU1,青岛海尔洗碗机有限公司,20250619-CWL032020-671768,1,2025-06-19,GB 38383-2019,43.8,50.0,11.6,0.850,1.30,1.30,15,
洗碗机,SJI4HKS66C,博西华家用电器有限公司,20250619-CWL032020-545495,1,2025-06-19,GB 38383-2019,35.0,46.0,9.7,0.790,1.21,1.25,16,
洗碗机,DWTH0Pro-1625,海南芝味电器有限公司,20250618-CWL032020-717035,1,2025-06-18,GB 38383-2019,45.0,50.0,10.8,0.850,1.33,1.32,16,
洗碗机,CWB12-27BKU1,青岛海尔洗碗机有限公司,20250616-CWL032020-730757,1,2025-06-16,GB 38383-2019,45.0,50.0,9.6,0.810,1.30,1.30,14,
洗碗机,JWV13-W2611 ,华帝股份有限公司,20250616-CWL032020-684579,1,2025-06-16,GB 38383-2019,40.8,47.7,9.5,0.780,1.23,1.23,13,
洗碗机,H6S-Max,佛山市顺德区美的洗涤电器制造有限公司,20250616-CWL032020-889891,1,2025-06-16,GB 38383-2019,45.0,50.0,11.9,0.835,1.30,1.29,15,
洗碗机,DDJRCFK12E-ET,广东洁诺生活电器有限公司,20250611-CWL032020-272673,1,2025-06-11,GB 38383-2019,41.3,47.6,13.6,0.855,1.32,1.32,19,
洗碗机,EDC-D5,宜盾普（广东）智能科技有限公司,20250610-CWL032020-977119,1,2025-06-10,GB 38383-2019,41.3,47.6,13.6,0.855,1.32,1.32,19,
洗碗机,XWJ-Q03G2,国际樱花集团有限公司,20250609-CWL032020-113294,1,2025-06-09,GB 38383-2019,75,80,9.4,0.749,0.86,1.12,13,
洗碗机,JBCD7E-03-T70,宁波方太厨具有限公司,20250609-CWL032020-552070,1,2025-06-09,GB 38383-2019,45.0,50.0,13.3,0.870,1.33,1.33,17,
洗碗机,XWJ-B68,火星人厨具股份有限公司,20250605-CWL032020-357733,1,2025-06-05,GB 38383-2019,45,50,12.2,0.819,1.25,1.19,16,
洗碗机,XWJ-B36,火星人厨具股份有限公司,20250605-CWL032020-483851,1,2025-06-05,GB 38383-2019,45,50,9.3,0.756,1.28,1.15,13,
洗碗机,LSCD001  ,"宁波市栗上创新科技有限公司
",20250605-CWL032020-244250,1,2025-06-05,GB 38383-2019,24.7,41.1,3.9,0.339,1.23,1.13,3,
洗碗机,MAX-2BL5,广东麦享电器有限公司,20250604-CWL032020-586486,1,2025-06-04,GB 38383-2019,44.8,48.7,8.5,0.495,1.19,1.12,5,
洗碗机,MAX-2AL5,广东麦享电器有限公司,20250604-CWL032020-382948,1,2025-06-04,GB 38383-2019,44.8,48.7,8.5,0.495,1.19,1.12,5,
洗碗机,MAX-2B5,广东麦享电器有限公司,20250604-CWL032020-236973,1,2025-06-04,GB 38383-2019,44.8,48.7,8.5,0.495,1.19,1.12,5,
洗碗机,MAX-1B5,广东麦享电器有限公司,20250604-CWL032020-366833,1,2025-06-04,GB 38383-2019,44.8,48.7,8.5,0.495,1.19,1.12,5,
洗碗机,MAX-1A5,广东麦享电器有限公司,20250604-CWL032020-607532,1,2025-06-04,GB 38383-2019,44.8,48.7,8.5,0.495,1.19,1.12,5,
洗碗机,MAX-2A5,广东麦享电器有限公司,20250604-CWL032020-095933,1,2025-06-04,GB 38383-2019,44.8,48.7,8.5,0.495,1.19,1.12,5,
洗碗机,SJ45ZB99MC,博西华家用电器有限公司,20250603-CWL032020-308328,1,2025-06-03,GB 38383-2019,31.0,44.0,10.4,0.800,1.32,1.31,20,
洗碗机,V6-T(黑),广州德仕厨厨房用品有限公司,20250531-CWL032020-775221,2,2025-05-31,GB 38383-2019,50.2,52.2,7.9,0.640,1.16,1.17,8,
洗碗机,WU8,广东孚隆电器有限公司,20250530-CWL032020-886587,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WU10,广东孚隆电器有限公司,20250530-CWL032020-680194,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WE8,广东孚隆电器有限公司,20250530-CWL032020-038100,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WE10,广东孚隆电器有限公司,20250530-CWL032020-774784,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WE9,广东孚隆电器有限公司,20250530-CWL032020-897811,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WE16,广东孚隆电器有限公司,20250530-CWL032020-708114,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WE7,广东孚隆电器有限公司,20250530-CWL032020-059623,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WU11,广东孚隆电器有限公司,20250530-CWL032020-124650,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,WQP-S2-105,广东孚隆电器有限公司,20250530-CWL032020-966994,1,2025-05-30,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,V19-ProMax(W),广州德世厨电器有限公司,20250530-CWL032020-476830,1,2025-05-30,GB 38383-2019,42.3,47.7,13.9,0.854,1.31,1.30,19,
